,Filename,ImgDim,Bndbox,ClassStr,label
995,maksssksksss280,"[400, 267]","[376, 21, 388, 33]",with_mask,1
996,maksssksksss281,"[301, 400]","[98, 204, 195, 329]",with_mask,1
997,maksssksksss282,"[400, 267]","[175, 55, 215, 93]",with_mask,1
998,maksssksksss282,"[400, 267]","[8, 169, 73, 251]",with_mask,1
999,maksssksksss282,"[400, 267]","[127, 185, 178, 235]",with_mask,1
1000,maksssksksss282,"[400, 267]","[265, 185, 290, 226]",with_mask,1
1001,maksssksksss282,"[400, 267]","[320, 199, 366, 260]",with_mask,1
1002,maksssksksss282,"[400, 267]","[265, 159, 280, 177]",with_mask,1
1003,maksssksksss282,"[400, 267]","[325, 143, 342, 155]",with_mask,1
1004,maksssksksss282,"[400, 267]","[329, 169, 350, 193]",mask_weared_incorrect,0
1005,maksssksksss282,"[400, 267]","[316, 146, 325, 158]",with_mask,1
1006,maksssksksss283,"[301, 400]","[77, 206, 170, 323]",with_mask,1
1007,maksssksksss284,"[400, 226]","[57, 25, 76, 44]",with_mask,1
1008,maksssksksss284,"[400, 226]","[110, 2, 127, 20]",with_mask,1
1009,maksssksksss284,"[400, 226]","[81, 57, 100, 80]",with_mask,1
1010,maksssksksss284,"[400, 226]","[131, 22, 153, 46]",with_mask,1
1011,maksssksksss284,"[400, 226]","[151, 1, 164, 14]",with_mask,1
1012,maksssksksss284,"[400, 226]","[188, 6, 202, 21]",with_mask,1
1013,maksssksksss284,"[400, 226]","[313, 26, 375, 96]",with_mask,1
1014,maksssksksss285,"[400, 267]","[66, 99, 209, 235]",with_mask,1
1015,maksssksksss286,"[400, 300]","[76, 72, 113, 110]",with_mask,1
1016,maksssksksss286,"[400, 300]","[236, 94, 274, 134]",with_mask,1
1017,maksssksksss287,"[400, 400]","[35, 106, 162, 245]",with_mask,1
1018,maksssksksss287,"[400, 400]","[248, 135, 361, 254]",with_mask,1
1019,maksssksksss288,"[400, 225]","[28, 201, 52, 216]",with_mask,1
1020,maksssksksss288,"[400, 225]","[143, 93, 175, 126]",with_mask,1
1021,maksssksksss288,"[400, 225]","[198, 97, 229, 125]",with_mask,1
1022,maksssksksss289,"[267, 400]","[89, 193, 149, 258]",without_mask,2
1023,maksssksksss289,"[267, 400]","[249, 300, 267, 349]",without_mask,2
1024,maksssksksss29,"[400, 295]","[50, 96, 120, 171]",with_mask,1
1025,maksssksksss29,"[400, 295]","[223, 81, 285, 159]",mask_weared_incorrect,0
1026,maksssksksss29,"[400, 295]","[279, 44, 340, 114]",mask_weared_incorrect,0
1027,maksssksksss290,"[400, 268]","[314, 63, 338, 92]",with_mask,1
1028,maksssksksss290,"[400, 268]","[184, 42, 213, 72]",with_mask,1
1029,maksssksksss290,"[400, 268]","[275, 65, 296, 91]",with_mask,1
1030,maksssksksss290,"[400, 268]","[256, 82, 277, 95]",with_mask,1
1031,maksssksksss290,"[400, 268]","[89, 87, 118, 116]",with_mask,1
1032,maksssksksss290,"[400, 268]","[133, 89, 154, 113]",with_mask,1
1033,maksssksksss290,"[400, 268]","[365, 98, 370, 103]",with_mask,1
1034,maksssksksss291,"[301, 400]","[136, 259, 200, 359]",with_mask,1
1035,maksssksksss292,"[400, 300]","[189, 88, 220, 125]",with_mask,1
1036,maksssksksss292,"[400, 300]","[144, 65, 178, 109]",with_mask,1
1037,maksssksksss293,"[400, 289]","[5, 102, 51, 163]",with_mask,1
1038,maksssksksss293,"[400, 289]","[143, 129, 199, 183]",with_mask,1
1039,maksssksksss293,"[400, 289]","[267, 66, 318, 117]",with_mask,1
1040,maksssksksss293,"[400, 289]","[70, 73, 125, 126]",with_mask,1
1041,maksssksksss294,"[400, 241]","[63, 59, 77, 82]",with_mask,1
1042,maksssksksss294,"[400, 241]","[131, 81, 151, 102]",with_mask,1
1043,maksssksksss294,"[400, 241]","[202, 78, 223, 100]",with_mask,1
1044,maksssksksss294,"[400, 241]","[293, 72, 315, 95]",with_mask,1
1045,maksssksksss294,"[400, 241]","[343, 71, 354, 99]",with_mask,1
1046,maksssksksss294,"[400, 241]","[271, 73, 278, 82]",without_mask,2
1047,maksssksksss294,"[400, 241]","[236, 91, 243, 99]",without_mask,2
1048,maksssksksss294,"[400, 241]","[236, 76, 243, 83]",without_mask,2
1049,maksssksksss294,"[400, 241]","[264, 76, 268, 82]",with_mask,1
1050,maksssksksss294,"[400, 241]","[281, 72, 286, 78]",with_mask,1
1051,maksssksksss295,"[267, 400]","[92, 76, 168, 162]",with_mask,1
1052,maksssksksss296,"[400, 226]","[42, 88, 68, 112]",without_mask,2
1053,maksssksksss296,"[400, 226]","[46, 59, 69, 78]",without_mask,2
1054,maksssksksss296,"[400, 226]","[77, 56, 97, 72]",with_mask,1
1055,maksssksksss296,"[400, 226]","[101, 69, 120, 87]",without_mask,2
1056,maksssksksss296,"[400, 226]","[114, 51, 132, 70]",with_mask,1
1057,maksssksksss296,"[400, 226]","[84, 34, 105, 56]",without_mask,2
1058,maksssksksss296,"[400, 226]","[42, 125, 62, 158]",with_mask,1
1059,maksssksksss296,"[400, 226]","[63, 138, 93, 171]",without_mask,2
1060,maksssksksss296,"[400, 226]","[91, 162, 121, 197]",without_mask,2
1061,maksssksksss296,"[400, 226]","[129, 176, 168, 218]",with_mask,1
1062,maksssksksss296,"[400, 226]","[136, 102, 162, 131]",with_mask,1
1063,maksssksksss296,"[400, 226]","[136, 69, 161, 89]",with_mask,1
1064,maksssksksss296,"[400, 226]","[140, 33, 155, 48]",without_mask,2
1065,maksssksksss296,"[400, 226]","[177, 32, 194, 54]",with_mask,1
1066,maksssksksss296,"[400, 226]","[172, 46, 184, 65]",with_mask,1
1067,maksssksksss296,"[400, 226]","[196, 33, 213, 52]",with_mask,1
1068,maksssksksss296,"[400, 226]","[221, 22, 237, 40]",without_mask,2
1069,maksssksksss296,"[400, 226]","[236, 35, 261, 60]",without_mask,2
1070,maksssksksss296,"[400, 226]","[175, 90, 197, 114]",with_mask,1
1071,maksssksksss296,"[400, 226]","[170, 130, 196, 153]",with_mask,1
1072,maksssksksss296,"[400, 226]","[213, 101, 238, 130]",with_mask,1
1073,maksssksksss296,"[400, 226]","[185, 169, 202, 193]",without_mask,2
1074,maksssksksss296,"[400, 226]","[165, 172, 182, 207]",without_mask,2
1075,maksssksksss296,"[400, 226]","[229, 186, 265, 223]",with_mask,1
1076,maksssksksss296,"[400, 226]","[244, 113, 272, 141]",with_mask,1
1077,maksssksksss296,"[400, 226]","[271, 161, 292, 195]",with_mask,1
1078,maksssksksss296,"[400, 226]","[262, 82, 282, 103]",with_mask,1
1079,maksssksksss296,"[400, 226]","[292, 107, 315, 132]",with_mask,1
1080,maksssksksss296,"[400, 226]","[262, 18, 282, 38]",without_mask,2
1081,maksssksksss296,"[400, 226]","[263, 48, 279, 62]",without_mask,2
1082,maksssksksss296,"[400, 226]","[282, 26, 300, 43]",without_mask,2
1083,maksssksksss296,"[400, 226]","[321, 18, 335, 36]",with_mask,1
1084,maksssksksss296,"[400, 226]","[296, 49, 314, 67]",without_mask,2
1085,maksssksksss296,"[400, 226]","[322, 106, 350, 124]",with_mask,1
1086,maksssksksss296,"[400, 226]","[341, 154, 373, 182]",without_mask,2
1087,maksssksksss297,"[400, 221]","[102, 17, 112, 31]",with_mask,1
1088,maksssksksss297,"[400, 221]","[87, 26, 103, 41]",with_mask,1
1089,maksssksksss297,"[400, 221]","[50, 125, 82, 156]",with_mask,1
1090,maksssksksss297,"[400, 221]","[123, 102, 148, 130]",with_mask,1
1091,maksssksksss297,"[400, 221]","[157, 57, 179, 82]",with_mask,1
1092,maksssksksss297,"[400, 221]","[157, 4, 165, 12]",with_mask,1
1093,maksssksksss297,"[400, 221]","[180, 7, 187, 17]",with_mask,1
1094,maksssksksss297,"[400, 221]","[217, 13, 229, 24]",with_mask,1
1095,maksssksksss297,"[400, 221]","[207, 44, 228, 68]",with_mask,1
1096,maksssksksss297,"[400, 221]","[216, 81, 241, 108]",with_mask,1
1097,maksssksksss297,"[400, 221]","[250, 43, 273, 67]",with_mask,1
1098,maksssksksss297,"[400, 221]","[294, 22, 306, 35]",without_mask,2
1099,maksssksksss297,"[400, 221]","[318, 27, 332, 44]",with_mask,1
1100,maksssksksss297,"[400, 221]","[310, 5, 321, 17]",with_mask,1
1101,maksssksksss297,"[400, 221]","[334, 3, 348, 16]",with_mask,1
1102,maksssksksss297,"[400, 221]","[354, 10, 367, 20]",with_mask,1
1103,maksssksksss298,"[400, 282]","[124, 114, 209, 212]",with_mask,1
1104,maksssksksss298,"[400, 282]","[248, 52, 324, 140]",with_mask,1
1105,maksssksksss299,"[301, 400]","[62, 194, 160, 320]",without_mask,2
1106,maksssksksss3,"[400, 271]","[52, 53, 73, 76]",with_mask,1
1107,maksssksksss3,"[400, 271]","[72, 53, 92, 75]",with_mask,1
1108,maksssksksss3,"[400, 271]","[112, 51, 120, 68]",with_mask,1
1109,maksssksksss3,"[400, 271]","[155, 60, 177, 83]",with_mask,1
1110,maksssksksss3,"[400, 271]","[189, 59, 210, 80]",with_mask,1
1111,maksssksksss3,"[400, 271]","[235, 57, 257, 78]",with_mask,1
1112,maksssksksss3,"[400, 271]","[289, 60, 309, 83]",with_mask,1
1113,maksssksksss3,"[400, 271]","[313, 68, 333, 90]",with_mask,1
1114,maksssksksss3,"[400, 271]","[351, 35, 364, 59]",with_mask,1
1115,maksssksksss30,"[400, 242]","[56, 41, 94, 81]",with_mask,1
1116,maksssksksss30,"[400, 242]","[119, 61, 146, 87]",without_mask,2
1117,maksssksksss30,"[400, 242]","[166, 59, 196, 83]",with_mask,1
1118,maksssksksss30,"[400, 242]","[220, 31, 249, 64]",with_mask,1
1119,maksssksksss30,"[400, 242]","[262, 66, 290, 95]",with_mask,1
1120,maksssksksss30,"[400, 242]","[292, 58, 318, 86]",without_mask,2
1121,maksssksksss30,"[400, 242]","[334, 131, 365, 161]",with_mask,1
1122,maksssksksss300,"[301, 400]","[82, 159, 180, 272]",with_mask,1
1123,maksssksksss301,"[400, 225]","[146, 43, 174, 72]",with_mask,1
1124,maksssksksss301,"[400, 225]","[205, 77, 228, 102]",with_mask,1
1125,maksssksksss301,"[400, 225]","[90, 176, 143, 225]",with_mask,1
1126,maksssksksss301,"[400, 225]","[191, 196, 240, 225]",with_mask,1
1127,maksssksksss301,"[400, 225]","[325, 34, 348, 58]",with_mask,1
1128,maksssksksss301,"[400, 225]","[246, 24, 272, 47]",with_mask,1
1129,maksssksksss301,"[400, 225]","[279, 22, 303, 51]",with_mask,1
1130,maksssksksss301,"[400, 225]","[193, 43, 219, 72]",with_mask,1
1131,maksssksksss301,"[400, 225]","[207, 3, 217, 20]",with_mask,1
1132,maksssksksss301,"[400, 225]","[155, 11, 173, 30]",with_mask,1
1133,maksssksksss301,"[400, 225]","[103, 1, 115, 15]",with_mask,1
1134,maksssksksss301,"[400, 225]","[55, 12, 73, 29]",with_mask,1
1135,maksssksksss301,"[400, 225]","[11, 21, 31, 36]",with_mask,1
1136,maksssksksss301,"[400, 225]","[77, 6, 89, 20]",with_mask,1
1137,maksssksksss301,"[400, 225]","[308, 1, 324, 19]",with_mask,1
1138,maksssksksss301,"[400, 225]","[85, 19, 100, 37]",without_mask,2
1139,maksssksksss302,"[400, 226]","[199, 124, 242, 169]",with_mask,1
1140,maksssksksss302,"[400, 226]","[149, 28, 190, 84]",with_mask,1
1141,maksssksksss302,"[400, 226]","[266, 52, 278, 69]",without_mask,2
1142,maksssksksss303,"[400, 225]","[92, 66, 110, 81]",with_mask,1
1143,maksssksksss303,"[400, 225]","[239, 40, 256, 58]",with_mask,1
1144,maksssksksss304,"[400, 282]","[202, 61, 246, 103]",with_mask,1
1145,maksssksksss304,"[400, 282]","[190, 115, 224, 150]",with_mask,1
1146,maksssksksss305,"[400, 300]","[207, 120, 223, 135]",with_mask,1
1147,maksssksksss305,"[400, 300]","[306, 139, 321, 152]",with_mask,1
1148,maksssksksss305,"[400, 300]","[343, 141, 359, 155]",without_mask,2
1149,maksssksksss305,"[400, 300]","[280, 128, 295, 141]",without_mask,2
1150,maksssksksss305,"[400, 300]","[256, 118, 270, 130]",without_mask,2
1151,maksssksksss305,"[400, 300]","[182, 118, 195, 133]",without_mask,2
1152,maksssksksss305,"[400, 300]","[139, 116, 155, 130]",without_mask,2
1153,maksssksksss305,"[400, 300]","[171, 113, 184, 125]",without_mask,2
1154,maksssksksss305,"[400, 300]","[72, 114, 89, 129]",mask_weared_incorrect,0
1155,maksssksksss305,"[400, 300]","[107, 114, 120, 129]",mask_weared_incorrect,0
1156,maksssksksss305,"[400, 300]","[94, 161, 107, 175]",mask_weared_incorrect,0
1157,maksssksksss305,"[400, 300]","[239, 122, 255, 137]",mask_weared_incorrect,0
1158,maksssksksss305,"[400, 300]","[25, 128, 33, 137]",with_mask,1
1159,maksssksksss305,"[400, 300]","[333, 134, 342, 142]",without_mask,2
1160,maksssksksss306,"[301, 400]","[143, 181, 254, 321]",with_mask,1
1161,maksssksksss307,"[400, 226]","[3, 65, 96, 163]",mask_weared_incorrect,0
1162,maksssksksss307,"[400, 226]","[146, 28, 249, 140]",with_mask,1
1163,maksssksksss307,"[400, 226]","[287, 180, 343, 225]",without_mask,2
1164,maksssksksss308,"[400, 200]","[209, 64, 232, 84]",with_mask,1
1165,maksssksksss308,"[400, 200]","[238, 53, 261, 77]",with_mask,1
1166,maksssksksss308,"[400, 200]","[270, 77, 286, 96]",with_mask,1
1167,maksssksksss309,"[267, 400]","[109, 50, 172, 114]",mask_weared_incorrect,0
1168,maksssksksss31,"[400, 267]","[209, 90, 278, 165]",with_mask,1
1169,maksssksksss31,"[400, 267]","[144, 60, 202, 135]",with_mask,1
1170,maksssksksss310,"[400, 267]","[21, 32, 44, 59]",with_mask,1
1171,maksssksksss310,"[400, 267]","[63, 37, 85, 60]",with_mask,1
1172,maksssksksss310,"[400, 267]","[228, 28, 248, 50]",with_mask,1
1173,maksssksksss310,"[400, 267]","[248, 78, 268, 100]",with_mask,1
1174,maksssksksss310,"[400, 267]","[333, 51, 348, 70]",with_mask,1
1175,maksssksksss310,"[400, 267]","[388, 63, 396, 72]",without_mask,2
1176,maksssksksss311,"[400, 258]","[176, 38, 222, 92]",with_mask,1
1177,maksssksksss311,"[400, 258]","[222, 57, 252, 84]",with_mask,1
1178,maksssksksss311,"[400, 258]","[300, 32, 326, 57]",with_mask,1
1179,maksssksksss311,"[400, 258]","[31, 34, 63, 61]",with_mask,1
1180,maksssksksss311,"[400, 258]","[77, 47, 107, 68]",with_mask,1
1181,maksssksksss312,"[300, 400]","[49, 124, 72, 149]",with_mask,1
1182,maksssksksss312,"[300, 400]","[157, 169, 182, 194]",with_mask,1
1183,maksssksksss312,"[300, 400]","[188, 112, 217, 140]",with_mask,1
1184,maksssksksss313,"[400, 400]","[143, 39, 309, 257]",with_mask,1
1185,maksssksksss314,"[400, 267]","[1, 33, 38, 89]",with_mask,1
1186,maksssksksss314,"[400, 267]","[59, 38, 93, 83]",with_mask,1
1187,maksssksksss314,"[400, 267]","[169, 61, 201, 102]",with_mask,1
1188,maksssksksss314,"[400, 267]","[348, 57, 380, 95]",with_mask,1
1189,maksssksksss314,"[400, 267]","[214, 112, 236, 130]",with_mask,1
1190,maksssksksss314,"[400, 267]","[301, 133, 320, 152]",with_mask,1
1191,maksssksksss314,"[400, 267]","[325, 133, 346, 156]",with_mask,1
1192,maksssksksss314,"[400, 267]","[251, 137, 272, 156]",with_mask,1
1193,maksssksksss314,"[400, 267]","[236, 125, 255, 145]",with_mask,1
1194,maksssksksss315,"[400, 267]","[124, 110, 184, 173]",with_mask,1
1195,maksssksksss315,"[400, 267]","[272, 117, 320, 163]",with_mask,1
1196,maksssksksss316,"[400, 315]","[157, 82, 179, 113]",without_mask,2
1197,maksssksksss316,"[400, 315]","[91, 38, 133, 78]",with_mask,1
1198,maksssksksss316,"[400, 315]","[241, 63, 281, 105]",with_mask,1
1199,maksssksksss316,"[400, 315]","[312, 67, 332, 110]",with_mask,1
1200,maksssksksss317,"[400, 240]","[67, 53, 164, 174]",with_mask,1
1201,maksssksksss317,"[400, 240]","[283, 25, 326, 69]",without_mask,2
1202,maksssksksss318,"[400, 226]","[315, 59, 337, 88]",with_mask,1
1203,maksssksksss318,"[400, 226]","[212, 52, 240, 80]",with_mask,1
1204,maksssksksss318,"[400, 226]","[136, 59, 159, 86]",without_mask,2
1205,maksssksksss318,"[400, 226]","[50, 82, 66, 99]",without_mask,2
1206,maksssksksss318,"[400, 226]","[96, 55, 107, 71]",without_mask,2
1207,maksssksksss318,"[400, 226]","[32, 61, 47, 76]",without_mask,2
1208,maksssksksss318,"[400, 226]","[172, 77, 184, 89]",without_mask,2
1209,maksssksksss319,"[400, 250]","[68, 67, 76, 77]",with_mask,1
1210,maksssksksss319,"[400, 250]","[109, 68, 119, 81]",without_mask,2
1211,maksssksksss319,"[400, 250]","[131, 66, 143, 79]",without_mask,2
1212,maksssksksss319,"[400, 250]","[148, 75, 164, 92]",with_mask,1
1213,maksssksksss319,"[400, 250]","[182, 60, 200, 82]",with_mask,1
1214,maksssksksss319,"[400, 250]","[193, 70, 200, 83]",without_mask,2
1215,maksssksksss319,"[400, 250]","[209, 68, 225, 87]",with_mask,1
1216,maksssksksss319,"[400, 250]","[226, 80, 234, 91]",without_mask,2
1217,maksssksksss319,"[400, 250]","[234, 79, 249, 95]",with_mask,1
1218,maksssksksss319,"[400, 250]","[285, 82, 302, 99]",with_mask,1
1219,maksssksksss319,"[400, 250]","[367, 66, 373, 85]",without_mask,2
1220,maksssksksss32,"[400, 225]","[177, 46, 200, 70]",with_mask,1
1221,maksssksksss32,"[400, 225]","[305, 32, 338, 60]",with_mask,1
1222,maksssksksss320,"[400, 230]","[20, 51, 30, 64]",without_mask,2
1223,maksssksksss320,"[400, 230]","[107, 21, 126, 44]",with_mask,1
1224,maksssksksss320,"[400, 230]","[185, 89, 201, 108]",with_mask,1
1225,maksssksksss320,"[400, 230]","[335, 10, 357, 36]",with_mask,1
1226,maksssksksss321,"[400, 208]","[170, 82, 212, 145]",without_mask,2
1227,maksssksksss321,"[400, 208]","[215, 70, 281, 151]",with_mask,1
1228,maksssksksss322,"[301, 400]","[60, 100, 186, 253]",with_mask,1
1229,maksssksksss323,"[400, 376]","[322, 257, 368, 346]",with_mask,1
1230,maksssksksss324,"[339, 400]","[90, 123, 224, 277]",with_mask,1
1231,maksssksksss325,"[400, 267]","[177, 58, 208, 91]",with_mask,1
1232,maksssksksss325,"[400, 267]","[26, 113, 44, 130]",with_mask,1
1233,maksssksksss325,"[400, 267]","[57, 130, 72, 143]",with_mask,1
1234,maksssksksss325,"[400, 267]","[117, 133, 129, 147]",with_mask,1
1235,maksssksksss325,"[400, 267]","[89, 138, 98, 150]",with_mask,1
1236,maksssksksss325,"[400, 267]","[102, 147, 112, 158]",with_mask,1
1237,maksssksksss325,"[400, 267]","[250, 138, 261, 150]",with_mask,1
1238,maksssksksss325,"[400, 267]","[246, 172, 254, 182]",without_mask,2
1239,maksssksksss325,"[400, 267]","[302, 101, 317, 121]",with_mask,1
1240,maksssksksss325,"[400, 267]","[333, 108, 347, 127]",with_mask,1
1241,maksssksksss325,"[400, 267]","[359, 66, 383, 99]",with_mask,1
1242,maksssksksss326,"[382, 400]","[164, 77, 230, 152]",with_mask,1
1243,maksssksksss326,"[382, 400]","[192, 116, 276, 183]",with_mask,1
1244,maksssksksss327,"[400, 279]","[18, 84, 64, 134]",without_mask,2
1245,maksssksksss327,"[400, 279]","[18, 200, 69, 246]",without_mask,2
1246,maksssksksss327,"[400, 279]","[112, 46, 149, 73]",without_mask,2
1247,maksssksksss327,"[400, 279]","[237, 137, 290, 186]",with_mask,1
1248,maksssksksss327,"[400, 279]","[278, 17, 322, 66]",without_mask,2
1249,maksssksksss327,"[400, 279]","[342, 98, 385, 140]",without_mask,2
1250,maksssksksss327,"[400, 279]","[346, 218, 393, 254]",without_mask,2
1251,maksssksksss328,"[301, 400]","[82, 139, 187, 270]",with_mask,1
1252,maksssksksss329,"[400, 267]","[44, 25, 95, 81]",with_mask,1
1253,maksssksksss329,"[400, 267]","[50, 121, 89, 158]",with_mask,1
1254,maksssksksss329,"[400, 267]","[41, 210, 88, 260]",with_mask,1
1255,maksssksksss329,"[400, 267]","[176, 29, 228, 85]",with_mask,1
1256,maksssksksss329,"[400, 267]","[175, 123, 225, 169]",with_mask,1
1257,maksssksksss329,"[400, 267]","[177, 212, 227, 259]",with_mask,1
1258,maksssksksss329,"[400, 267]","[312, 28, 360, 81]",with_mask,1
1259,maksssksksss329,"[400, 267]","[302, 118, 346, 169]",with_mask,1
1260,maksssksksss329,"[400, 267]","[288, 182, 368, 264]",with_mask,1
1261,maksssksksss33,"[250, 400]","[114, 47, 143, 75]",with_mask,1
1262,maksssksksss330,"[400, 300]","[24, 79, 56, 107]",with_mask,1
1263,maksssksksss330,"[400, 300]","[92, 44, 125, 79]",with_mask,1
1264,maksssksksss330,"[400, 300]","[166, 65, 203, 100]",with_mask,1
1265,maksssksksss330,"[400, 300]","[284, 39, 343, 98]",with_mask,1
1266,maksssksksss331,"[400, 267]","[25, 69, 48, 93]",with_mask,1
1267,maksssksksss331,"[400, 267]","[88, 87, 107, 106]",mask_weared_incorrect,0
1268,maksssksksss331,"[400, 267]","[128, 61, 149, 84]",with_mask,1
1269,maksssksksss331,"[400, 267]","[127, 157, 168, 209]",with_mask,1
1270,maksssksksss331,"[400, 267]","[147, 110, 181, 145]",with_mask,1
1271,maksssksksss331,"[400, 267]","[208, 61, 220, 77]",with_mask,1
1272,maksssksksss331,"[400, 267]","[229, 96, 265, 137]",with_mask,1
1273,maksssksksss331,"[400, 267]","[263, 46, 277, 65]",mask_weared_incorrect,0
1274,maksssksksss331,"[400, 267]","[270, 72, 288, 92]",with_mask,1
1275,maksssksksss331,"[400, 267]","[298, 108, 321, 133]",with_mask,1
1276,maksssksksss331,"[400, 267]","[308, 65, 328, 86]",with_mask,1
1277,maksssksksss331,"[400, 267]","[334, 119, 381, 163]",with_mask,1
1278,maksssksksss331,"[400, 267]","[365, 49, 380, 65]",with_mask,1
1279,maksssksksss331,"[400, 267]","[342, 49, 358, 67]",with_mask,1
1280,maksssksksss331,"[400, 267]","[1, 148, 23, 179]",with_mask,1
1281,maksssksksss332,"[301, 400]","[62, 213, 166, 319]",with_mask,1
1282,maksssksksss333,"[301, 400]","[76, 203, 181, 330]",with_mask,1
1283,maksssksksss334,"[400, 312]","[96, 74, 136, 127]",with_mask,1
1284,maksssksksss334,"[400, 312]","[193, 100, 234, 146]",with_mask,1
1285,maksssksksss334,"[400, 312]","[259, 105, 305, 151]",with_mask,1
1286,maksssksksss334,"[400, 312]","[334, 106, 367, 144]",without_mask,2
1287,maksssksksss335,"[301, 400]","[12, 153, 125, 293]",with_mask,1
1288,maksssksksss336,"[400, 267]","[101, 73, 108, 82]",without_mask,2
1289,maksssksksss336,"[400, 267]","[123, 67, 143, 83]",with_mask,1
1290,maksssksksss336,"[400, 267]","[178, 64, 185, 72]",without_mask,2
1291,maksssksksss336,"[400, 267]","[167, 114, 183, 128]",with_mask,1
1292,maksssksksss336,"[400, 267]","[225, 60, 240, 76]",with_mask,1
1293,maksssksksss336,"[400, 267]","[261, 65, 277, 82]",with_mask,1
1294,maksssksksss336,"[400, 267]","[282, 75, 295, 92]",without_mask,2
1295,maksssksksss336,"[400, 267]","[330, 20, 362, 56]",with_mask,1
1296,maksssksksss337,"[246, 400]","[115, 32, 145, 70]",with_mask,1
1297,maksssksksss338,"[400, 250]","[48, 33, 81, 71]",with_mask,1
1298,maksssksksss338,"[400, 250]","[158, 86, 182, 108]",with_mask,1
1299,maksssksksss338,"[400, 250]","[203, 51, 228, 82]",with_mask,1
1300,maksssksksss338,"[400, 250]","[298, 34, 325, 64]",with_mask,1
1301,maksssksksss338,"[400, 250]","[38, 200, 56, 228]",with_mask,1
1302,maksssksksss339,"[400, 400]","[89, 210, 180, 303]",with_mask,1
1303,maksssksksss34,"[400, 267]","[63, 99, 75, 113]",with_mask,1
1304,maksssksksss34,"[400, 267]","[102, 79, 117, 95]",with_mask,1
1305,maksssksksss34,"[400, 267]","[142, 84, 155, 99]",with_mask,1
1306,maksssksksss34,"[400, 267]","[129, 92, 142, 102]",without_mask,2
1307,maksssksksss34,"[400, 267]","[195, 79, 209, 95]",with_mask,1
1308,maksssksksss34,"[400, 267]","[213, 86, 228, 103]",with_mask,1
1309,maksssksksss34,"[400, 267]","[245, 71, 260, 86]",with_mask,1
1310,maksssksksss34,"[400, 267]","[299, 91, 312, 104]",without_mask,2
1311,maksssksksss340,"[600, 400]","[59, 1, 105, 55]",with_mask,1
1312,maksssksksss340,"[600, 400]","[133, 83, 195, 140]",without_mask,2
1313,maksssksksss340,"[600, 400]","[243, 85, 308, 147]",with_mask,1
1314,maksssksksss340,"[600, 400]","[458, 68, 527, 157]",with_mask,1
1315,maksssksksss341,"[301, 400]","[67, 197, 160, 318]",with_mask,1
1316,maksssksksss342,"[400, 258]","[28, 53, 54, 81]",without_mask,2
1317,maksssksksss342,"[400, 258]","[86, 46, 103, 64]",with_mask,1
1318,maksssksksss342,"[400, 258]","[103, 49, 116, 62]",with_mask,1
1319,maksssksksss342,"[400, 258]","[130, 42, 144, 58]",with_mask,1
1320,maksssksksss342,"[400, 258]","[72, 93, 99, 120]",with_mask,1
1321,maksssksksss342,"[400, 258]","[106, 116, 145, 158]",with_mask,1
1322,maksssksksss342,"[400, 258]","[152, 48, 162, 60]",with_mask,1
1323,maksssksksss342,"[400, 258]","[160, 56, 173, 70]",with_mask,1
1324,maksssksksss342,"[400, 258]","[184, 64, 203, 91]",with_mask,1
1325,maksssksksss342,"[400, 258]","[213, 47, 226, 66]",with_mask,1
1326,maksssksksss342,"[400, 258]","[252, 95, 287, 130]",with_mask,1
1327,maksssksksss342,"[400, 258]","[320, 192, 385, 255]",with_mask,1
1328,maksssksksss342,"[400, 258]","[297, 62, 320, 85]",with_mask,1
1329,maksssksksss343,"[301, 400]","[85, 131, 232, 284]",without_mask,2
1330,maksssksksss344,"[400, 226]","[80, 40, 90, 50]",with_mask,1
1331,maksssksksss344,"[400, 226]","[96, 14, 110, 27]",with_mask,1
1332,maksssksksss344,"[400, 226]","[236, 25, 261, 50]",with_mask,1
1333,maksssksksss344,"[400, 226]","[318, 94, 342, 115]",with_mask,1
1334,maksssksksss345,"[400, 267]","[186, 110, 218, 142]",with_mask,1
1335,maksssksksss345,"[400, 267]","[148, 109, 182, 136]",without_mask,2
1336,maksssksksss346,"[400, 374]","[54, 18, 141, 108]",with_mask,1
1337,maksssksksss346,"[400, 374]","[272, 26, 386, 158]",with_mask,1
1338,maksssksksss346,"[400, 374]","[100, 254, 149, 325]",with_mask,1
1339,maksssksksss346,"[400, 374]","[246, 251, 349, 354]",with_mask,1
1340,maksssksksss347,"[267, 400]","[8, 147, 57, 198]",without_mask,2
1341,maksssksksss347,"[267, 400]","[102, 90, 175, 156]",with_mask,1
1342,maksssksksss347,"[267, 400]","[211, 128, 267, 233]",without_mask,2
1343,maksssksksss348,"[301, 400]","[86, 189, 188, 304]",without_mask,2
1344,maksssksksss349,"[400, 268]","[156, 54, 254, 163]",with_mask,1
1345,maksssksksss349,"[400, 268]","[35, 170, 90, 223]",with_mask,1
1346,maksssksksss349,"[400, 268]","[234, 17, 294, 96]",without_mask,2
1347,maksssksksss35,"[400, 255]","[132, 44, 208, 123]",with_mask,1
1348,maksssksksss35,"[400, 255]","[330, 67, 375, 114]",with_mask,1
1349,maksssksksss350,"[400, 267]","[112, 64, 133, 86]",with_mask,1
1350,maksssksksss350,"[400, 267]","[271, 32, 298, 58]",with_mask,1
